Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.6.0-28208][2021 USDM WRX MT CCF Gen2][Reflash: Stage1+BigSF 93 v400.ptm - Realtime: Stage1+BigSF 93 v400.ptm]"
116.754,on,-3.91,0.00,6.25,-5.47,13.67,0,0,0.0,14.50,13.36,-10.19,-10.16,14.58,0.28,0.29,14.76,192.2,0.875,0,0.00,0.00,0,477.8,437.9,0,0.0,-3.00,0.85,1.165,265.0,150.8,138.2,4.21,1.16,4.31,203.6,871,0.00,3.81,0.000,0.00,1.000,-6.43,7.5,1,0.00,0
116.819,on,-4.69,0.00,9.38,-5.47,13.53,0,0,0.0,14.50,13.28,-9.84,-9.81,14.58,0.31,0.32,14.64,192.2,0.875,0,0.00,0.00,0,437.5,437.9,0,0.0,0.00,0.72,1.165,265.0,150.8,138.2,3.98,1.16,4.67,203.6,744,0.00,3.94,0.000,0.00,1.000,-5.93,8.7,1,0.00,0
116.876,on,-5.47,0.00,10.16,-5.47,13.42,0,0,0.0,14.50,13.20,-9.59,-9.39,14.58,0.36,0.36,14.47,192.2,0.875,0,0.00,0.00,0,416.1,437.9,0,0.0,5.00,0.87,1.555,265.0,150.8,138.2,4.12,1.20,4.91,203.6,673,0.00,3.54,0.000,0.00,1.000,-5.93,10.2,1,0.00,0
116.935,on,-6.25,0.00,11.72,-5.47,13.32,0,0,0.0,14.50,13.20,-7.20,-8.38,14.58,0.53,0.54,14.25,192.2,0.875,0,0.00,0.00,0,368.7,437.9,0,-0.5,9.50,0.73,1.555,265.0,150.8,138.2,5.20,1.42,7.30,203.6,565,0.00,2.73,0.000,0.00,1.000,-5.93,10.6,1,0.00,0
117.012,on,-7.03,0.00,13.28,-5.47,13.24,0,0,0.0,14.50,12.72,-6.71,-7.42,14.58,0.63,0.64,14.47,192.2,0.875,0,0.00,-1.41,0,355.8,437.9,0,-3.5,1.00,0.65,1.555,265.0,150.8,138.2,5.44,1.30,7.79,203.6,505,0.00,1.76,0.000,0.00,1.000,-5.93,7.9,1,0.00,0
117.075,off,-7.03,0.00,13.28,-5.47,13.17,0,0,0.0,14.50,12.32,-6.27,-6.76,14.58,0.70,0.71,14.59,192.2,0.875,0,0.00,-1.41,0,352.6,437.9,0,0.0,1.00,1.26,3.245,265.0,150.8,138.2,5.50,1.20,8.23,203.6,467,0.00,0.89,0.000,0.00,1.000,-5.93,7.5,1,0.00,0
117.142,off,-7.81,0.00,13.28,-5.47,13.14,0,0,0.0,14.50,12.40,-6.19,-6.43,14.58,0.70,0.70,14.59,192.2,0.875,0,0.00,-1.41,0,367.7,437.9,0,0.0,-5.00,1.27,3.245,265.0,150.8,138.2,5.46,1.08,8.32,203.6,469,0.00,0.52,0.000,0.00,1.000,-5.93,6.7,1,0.00,0
117.213,off,-8.59,0.00,13.28,-5.47,13.20,0,0,0.0,14.50,12.80,-6.11,-6.24,14.58,0.65,0.65,14.59,192.2,0.875,0,0.00,-1.41,0,392.8,437.9,0,-3.5,-6.00,1.39,3.245,265.0,150.8,138.2,5.63,1.02,8.39,203.6,515,0.00,0.34,0.000,0.00,1.000,-5.93,6.7,1,0.00,0
117.269,off,-7.81,0.00,13.28,-5.47,13.23,0,0,0.0,14.50,12.64,-6.08,-6.15,14.58,0.62,0.63,14.53,192.2,0.875,0,0.00,-1.41,0,396.9,437.9,0,-3.0,-4.50,1.48,3.245,265.0,150.8,138.2,5.71,0.98,8.42,203.6,548,0.00,0.25,0.000,0.00,1.000,-5.93,6.7,1,0.00,0
117.325,off,-8.59,0.00,13.28,-5.47,13.31,0,-1,0.0,14.50,12.96,-6.06,-6.10,14.58,0.59,0.60,14.47,192.2,0.875,0,0.00,-1.41,0,389.5,437.9,0,-2.5,-1.50,1.37,2.854,265.0,150.8,138.2,5.75,1.06,8.44,203.6,577,0.00,0.20,0.000,0.00,1.000,-5.93,7.1,1,0.00,0
117.406,off,-8.59,0.00,13.28,-5.47,13.33,0,-2,0.0,14.50,13.28,-6.07,-6.11,14.58,0.54,0.55,14.42,192.2,0.875,0,0.00,-1.41,0,383.6,437.9,0,-1.0,4.50,1.50,2.854,265.0,150.8,140.0,5.82,1.08,8.44,203.6,630,0.00,0.10,0.000,0.00,1.000,-6.00,9.1,1,0.00,0
117.466,off,-8.59,0.00,13.28,-5.47,13.39,0,-2,0.0,14.50,13.28,-6.05,-6.00,14.58,0.52,0.53,14.36,192.2,0.875,0,0.00,-1.41,0,391.4,437.9,0,-0.5,7.00,1.61,2.854,265.0,150.8,140.0,5.98,1.12,8.45,203.6,677,0.00,0.06,0.000,0.00,1.000,-6.00,9.4,0,0.00,0
117.546,off,-8.59,0.00,13.28,-5.47,13.35,0,-2,0.0,14.50,14.00,-5.84,-5.89,14.58,0.48,0.48,14.31,192.2,0.875,0,0.00,-1.41,0,357.1,437.9,0,0.0,5.00,1.61,2.528,265.0,150.8,140.0,6.07,1.22,8.67,203.6,763,0.00,-0.10,0.000,0.00,1.000,-6.00,8.3,0,0.00,0
117.605,off,-9.38,0.00,13.28,-5.47,13.28,0,-2,0.0,14.50,13.84,-5.86,-5.98,14.58,0.44,0.44,14.47,192.2,0.875,0,0.00,-1.41,0,376.5,437.9,0,0.0,8.50,1.86,2.528,265.0,150.8,140.0,6.62,1.16,8.64,203.7,884,0.00,-0.17,0.000,0.00,1.000,-6.11,6.7,0,0.00,0
117.681,off,-10.16,0.00,13.28,-5.47,13.25,0,-2,0.0,14.50,13.92,-6.33,-6.37,14.58,0.44,0.44,14.47,192.2,0.875,0,0.00,-1.41,0,351.4,437.9,0,0.0,-1.00,1.54,1.866,265.0,150.8,140.0,7.25,1.04,8.18,203.7,989,0.00,-0.69,0.000,0.00,1.000,-7.01,6.3,0,0.00,0
117.752,off,-10.16,0.00,13.28,-5.47,13.33,0,-3,3.5,14.50,14.08,-7.13,-6.95,14.58,0.41,0.42,14.42,192.2,0.875,0,0.00,-1.41,0,364.0,729.9,0,0.0,-2.00,1.60,1.837,265.0,150.8,140.0,7.36,1.02,7.38,203.7,1043,30.33,1.26,0.000,0.00,1.000,-5.70,7.1,0,0.00,0
117.825,off,-10.16,0.00,8.59,-5.47,13.49,0,-3,7.1,14.50,14.08,-7.46,-7.31,14.58,0.41,0.42,14.53,192.2,0.875,0,0.00,-1.41,0,562.7,729.9,0,0.0,5.50,1.64,1.837,265.0,150.8,140.0,7.48,1.18,7.04,203.7,1069,55.68,2.68,0.000,0.00,1.000,-4.61,9.4,0,0.00,0
117.886,off,-9.38,0.00,6.25,-5.47,13.63,0,-3,8.2,14.50,14.00,-7.39,-7.32,14.58,0.43,0.43,14.64,192.2,0.875,0,0.00,-1.41,0,607.2,729.9,0,0.0,11.00,1.41,1.520,265.0,150.8,140.0,8.19,1.36,7.11,203.7,1111,73.11,3.77,0.000,0.00,1.000,-3.55,11.8,0,0.00,0
117.945,off,-9.38,0.00,5.47,-5.47,13.78,0,-4,8.2,14.50,14.08,-6.91,-6.98,14.58,0.45,0.46,14.59,192.2,0.875,0,0.00,-1.41,0,713.3,822.8,0,0.0,11.50,1.44,1.520,265.0,150.8,140.0,8.89,1.46,7.60,203.6,1135,73.80,3.43,0.000,0.00,1.000,-3.55,11.8,0,0.00,0
118.025,off,-8.59,0.00,3.91,-5.47,13.99,2,-5,8.2,14.50,14.00,-6.31,-6.54,14.58,0.48,0.49,14.64,192.2,0.875,0,0.00,-1.41,0,756.2,915.7,0,0.0,13.00,1.53,1.584,265.0,150.8,140.0,9.53,1.50,8.19,203.6,1163,72.94,2.93,0.000,0.00,1.000,-3.65,11.8,0,0.00,0
118.078,off,-8.59,0.00,3.12,-5.47,14.11,6,-5,7.8,14.50,14.08,-6.08,-6.23,14.58,0.49,0.50,14.59,192.2,0.875,0,0.00,-1.41,0,828.5,915.7,0,0.0,14.50,1.45,1.462,265.0,150.8,140.0,10.03,1.42,8.42,203.6,1190,67.49,2.32,0.000,0.00,1.000,-3.96,11.4,0,0.00,0
118.136,off,-7.81,0.00,3.12,-5.47,14.22,8,-6,7.5,14.50,14.00,-5.91,-6.06,14.58,0.50,0.51,14.64,192.2,0.875,0,0.00,-1.41,0,824.1,915.7,0,0.0,15.50,1.48,1.462,265.5,150.8,140.0,10.44,1.46,8.59,203.6,1218,63.33,1.81,0.000,0.00,1.000,-4.26,11.0,0,0.00,0
118.201,off,-7.81,0.00,3.12,-5.47,14.35,12,-6,7.1,14.50,13.92,-5.95,-6.02,14.58,0.50,0.52,14.64,192.2,0.875,0,0.00,-1.41,0,863.3,915.7,0,0.0,17.00,1.45,1.395,265.5,150.8,140.0,10.70,1.38,8.55,203.6,1243,57.06,1.32,0.000,0.00,1.000,-4.72,10.6,0,0.00,0
118.256,off,-7.03,0.00,3.12,-5.47,14.52,13,-6,6.7,14.50,14.08,-6.09,-6.12,14.58,0.50,0.51,14.64,192.2,0.875,0,0.00,-1.41,0,879.2,915.7,0,0.0,18.00,1.48,1.405,265.5,150.8,140.0,10.84,1.40,8.41,203.6,1265,52.71,0.99,0.000,0.00,1.000,-5.10,10.6,0,0.00,0
118.321,off,-6.25,0.00,3.12,-5.47,14.65,14,-5,6.7,14.50,13.84,-6.29,-6.25,14.58,0.50,0.51,14.64,192.2,0.875,0,0.00,-1.41,0,916.9,915.7,0,0.0,19.00,1.50,1.405,266.0,150.8,140.0,10.84,1.34,8.21,203.6,1279,50.94,1.00,0.000,0.00,1.000,-5.25,9.8,0,0.00,0
118.377,off,-6.25,0.00,3.12,-5.47,14.74,14,-5,6.3,14.50,13.84,-6.52,-6.47,14.58,0.49,0.50,14.64,192.2,0.875,0,0.00,-1.41,0,886.0,915.7,0,0.0,20.00,1.52,1.414,266.0,150.8,140.0,10.78,1.32,7.98,203.6,1291,48.31,0.96,0.000,0.00,1.000,-5.45,9.8,0,0.00,0
118.435,off,-5.47,0.00,3.12,-5.47,14.93,14,-5,6.3,14.50,13.84,-6.81,-6.70,14.58,0.49,0.49,14.64,192.2,0.875,0,0.00,-1.41,0,915.8,915.7,0,0.0,20.50,1.48,1.373,266.5,150.8,140.0,10.60,1.30,7.69,203.6,1295,46.54,1.07,0.000,0.00,1.000,-5.58,9.4,0,0.00,0
118.517,off,-5.47,0.00,3.12,-5.47,15.09,15,-5,5.5,14.50,13.84,-7.06,-6.94,14.65,0.48,0.48,14.70,192.2,0.875,0,0.00,-1.41,0,915.8,915.7,0,0.0,21.00,1.47,1.373,266.0,150.8,140.0,10.29,1.32,7.45,203.6,1287,38.75,0.86,0.000,0.00,0.756,-6.05,9.4,0,0.00,0
118.578,off,-4.69,0.00,3.12,-5.47,15.13,15,-5,3.1,14.50,13.68,-7.24,-7.21,14.65,0.45,0.46,14.82,192.2,0.875,0,0.00,-1.41,0,871.6,822.8,0,0.0,17.50,1.43,1.344,266.0,150.8,140.0,9.81,1.22,7.27,203.6,1273,26.58,0.51,0.000,0.00,0.616,-6.67,8.3,0,0.00,0
118.635,off,-4.69,0.00,3.12,-5.47,15.11,17,-4,1.6,14.50,13.76,-7.65,-7.52,14.65,0.44,0.45,14.87,192.2,0.875,0,0.00,-1.41,0,844.8,822.8,0,0.0,16.00,1.32,1.261,266.0,150.8,140.0,9.31,1.14,6.86,203.6,1259,17.34,0.24,0.000,0.00,0.266,-7.24,6.7,0,0.00,0
118.702,off,-4.69,0.00,3.12,-5.47,15.07,18,-5,0.0,14.50,13.36,-8.07,-7.88,14.65,0.41,0.42,14.93,192.2,0.875,0,0.00,-1.41,0,828.1,729.9,0,0.0,16.00,1.31,1.261,265.5,150.8,140.0,8.69,1.04,6.43,203.6,1246,3.26,-0.31,0.000,0.00,0.000,-8.12,6.3,0,0.00,0
118.773,off,-4.69,0.00,3.12,-5.47,15.08,24,-6,0.0,14.50,13.28,-8.40,-8.26,14.65,0.37,0.39,14.99,192.2,0.875,0,0.00,0.00,0,797.8,437.9,0,0.0,20.00,1.16,1.142,265.5,150.8,140.0,7.74,0.92,6.10,203.6,1217,0.00,0.05,0.000,0.00,0.000,-8.20,5.9,0,0.00,0
118.835,off,-3.91,0.00,3.12,-5.47,15.00,26,-9,0.0,14.50,13.28,-8.80,-8.66,14.65,0.35,0.36,14.93,192.2,0.875,0,0.00,0.00,0,734.4,437.9,0,0.0,19.00,1.12,1.142,265.0,150.8,140.0,6.94,0.98,5.71,203.6,1178,0.00,0.53,0.000,0.00,0.000,-8.09,5.9,0,0.00,0
118.895,off,0.78,0.00,3.12,-5.47,14.98,25,-10,0.0,14.50,13.28,-9.07,-8.98,14.65,0.34,0.34,14.99,192.2,0.875,0,0.00,0.00,0,685.6,437.9,0,0.0,18.50,1.09,1.142,265.0,150.8,140.0,6.38,0.94,5.43,203.8,1146,3.35,1.27,0.000,0.00,0.000,-7.68,5.9,1,0.00,0
118.960,off,0.78,0.00,3.12,-5.47,14.84,12,-9,0.0,14.50,13.36,-9.43,-9.28,14.65,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,627.4,437.9,0,0.0,17.00,1.09,1.178,265.0,150.8,140.0,5.93,0.96,5.08,203.8,1111,3.40,1.75,0.000,0.00,0.000,-7.47,5.9,1,0.00,0
119.016,off,0.78,0.00,3.12,-5.47,14.92,8,-8,0.0,14.50,13.36,-9.58,-9.49,14.65,0.31,0.32,14.70,192.2,0.875,0,0.00,0.00,0,575.8,437.9,0,0.0,16.50,1.03,1.178,265.0,150.8,140.0,5.43,0.92,4.92,203.8,1052,3.48,2.20,0.000,0.00,0.000,-7.24,5.9,1,0.00,0
119.087,off,0.78,0.00,3.12,-5.47,14.92,1,-5,0.0,14.50,13.44,-9.69,-9.65,14.64,0.30,0.31,14.47,192.2,0.875,0,0.00,0.00,0,539.1,437.9,0,0.0,14.50,1.00,1.194,265.0,150.8,140.0,5.07,0.96,4.81,203.8,1003,3.54,2.68,0.000,0.00,0.000,-6.93,5.9,1,0.00,0
119.135,off,0.78,0.00,5.47,-5.47,14.90,0,-3,0.0,14.50,13.36,-9.78,-9.76,14.64,0.30,0.30,14.59,192.2,0.875,0,0.00,0.00,0,498.1,437.9,0,0.0,4.50,0.96,1.194,265.0,150.8,140.0,4.82,0.98,4.73,203.8,967,3.58,3.07,0.000,0.00,0.000,-6.65,5.9,1,0.00,0
119.195,off,0.78,0.00,8.59,-5.47,14.79,0,1,0.0,14.50,13.28,-9.80,-9.79,14.62,0.30,0.30,14.82,192.2,0.875,0,0.00,0.00,0,473.9,437.9,0,0.0,-0.50,0.98,1.306,265.0,150.8,138.2,4.49,1.04,4.70,203.7,898,3.66,3.50,0.000,0.00,0.000,-6.30,6.3,1,0.00,0
119.268,off,0.78,0.00,10.16,-5.47,14.69,0,4,0.0,14.50,13.28,-9.80,-9.78,14.62,0.30,0.31,14.82,192.2,0.875,0,0.00,0.00,0,439.5,437.9,0,0.0,1.50,0.90,1.306,265.0,150.8,138.2,4.17,1.06,4.70,203.7,823,3.76,3.83,0.000,0.00,0.000,-5.97,6.3,1,0.00,0
119.315,off,0.00,0.00,11.72,-5.47,14.63,0,5,0.0,14.50,13.28,-9.66,-9.69,14.62,0.31,0.31,14.82,192.2,0.875,0,0.00,0.00,0,401.7,437.9,0,0.0,5.50,1.02,1.555,265.0,150.8,138.2,4.09,1.06,4.84,203.7,783,3.80,3.93,0.000,0.00,0.000,-5.78,7.1,1,0.00,0
119.392,off,0.00,0.00,12.50,-5.47,14.56,0,5,0.0,14.50,13.28,-9.55,-9.47,14.62,0.34,0.34,14.59,192.2,0.875,0,0.00,0.00,0,395.8,437.9,0,0.0,7.50,0.91,1.555,265.0,150.8,138.2,4.01,1.12,4.96,203.7,702,3.80,3.69,0.000,0.00,0.000,-5.78,7.5,1,0.00,0
119.447,off,-0.78,0.00,13.28,-5.47,14.46,0,5,0.0,14.50,13.04,-8.59,-9.09,14.62,0.36,0.37,14.47,192.2,0.875,0,0.00,0.00,0,373.7,437.9,0,0.0,9.50,0.85,1.555,265.0,150.8,138.2,4.13,1.22,5.91,203.7,657,3.80,3.37,0.000,0.00,0.000,-5.78,9.8,1,0.00,0
119.505,off,-0.78,0.00,13.28,-5.47,14.36,0,5,0.0,14.50,13.12,-7.89,-8.51,14.58,0.47,0.47,14.20,192.2,0.875,0,0.00,0.00,0,379.6,437.9,0,0.0,11.00,1.19,2.451,265.0,150.8,138.2,4.65,1.36,6.61,203.7,581,3.80,2.73,0.000,0.00,0.050,-5.78,10.2,1,0.00,0
119.572,off,-0.78,0.00,13.28,-5.47,14.23,0,5,0.0,14.50,13.04,-7.30,-7.88,14.58,0.53,0.54,14.31,192.2,0.875,0,0.00,0.00,0,391.4,437.9,0,-1.0,11.00,1.11,2.451,265.0,150.8,138.2,4.94,1.20,7.20,203.6,542,3.80,2.10,0.000,0.00,0.137,-5.78,7.9,1,0.00,0
119.647,off,-1.56,0.00,13.28,-5.47,14.11,0,3,0.0,14.50,12.40,-6.98,-7.35,14.58,0.58,0.58,14.42,192.2,0.875,0,0.00,-1.41,0,431.2,437.9,0,-2.0,5.50,1.06,2.451,265.0,150.8,140.0,5.08,1.20,7.53,203.6,520,3.80,1.55,0.000,0.00,0.569,-5.85,7.5,1,0.00,0
119.711,off,-2.34,0.00,13.28,-5.47,14.05,0,1,0.0,14.50,12.08,-6.71,-6.91,14.58,0.61,0.61,14.53,192.2,0.875,0,0.00,-1.41,0,470.0,437.9,0,-3.0,1.50,1.05,2.451,265.0,150.8,140.0,5.22,1.14,7.79,203.6,512,3.80,1.07,0.000,0.00,0.825,-5.85,7.5,1,0.00,0
119.767,off,-3.12,0.00,13.28,-5.47,13.96,0,0,0.0,14.50,12.00,-6.63,-6.60,14.58,0.61,0.62,14.53,192.2,0.875,0,0.00,-1.41,0,424.7,437.9,0,-3.0,-0.50,1.21,2.819,265.0,150.8,140.0,5.28,1.04,7.87,203.6,513,3.80,0.75,0.000,0.00,0.885,-5.85,7.5,1,0.00,0
119.843,off,-3.12,0.00,13.28,-5.47,13.87,0,-3,0.0,14.50,11.84,-6.38,-6.31,14.58,0.62,0.63,14.53,192.2,0.875,0,0.00,-1.41,0,440.3,437.9,0,-3.5,-0.50,1.22,2.819,265.0,150.8,140.0,5.40,1.08,8.12,203.6,517,3.80,0.51,0.000,0.00,0.954,-5.85,7.9,1,0.00,0
119.905,off,-3.91,0.00,13.28,-5.47,13.76,0,-6,0.0,14.50,12.08,-6.00,-6.05,14.58,0.61,0.61,14.53,192.2,0.875,0,0.00,-1.41,0,394.9,437.9,0,-3.0,-1.50,1.28,2.819,265.0,150.8,140.0,5.68,1.12,8.50,203.6,545,3.80,0.20,0.000,0.00,1.000,-5.85,7.9,1,0.00,0
119.971,off,-4.69,0.00,13.28,-5.47,13.66,0,-10,0.0,14.50,12.16,-5.81,-5.85,14.58,0.59,0.61,14.53,192.2,0.875,0,0.00,-1.41,0,379.2,437.9,0,-3.0,-1.50,1.40,2.966,265.0,150.8,140.0,5.84,1.16,8.70,203.6,566,3.80,0.00,0.000,0.00,1.000,-5.85,7.9,1,0.00,0
120.026,off,-5.47,0.00,13.28,-5.47,13.54,0,-10,0.0,14.50,12.16,-5.64,-5.69,14.58,0.59,0.60,14.53,192.2,0.875,0,0.00,-1.41,0,376.6,437.9,0,-2.5,-1.50,1.45,2.966,265.0,150.8,140.0,5.89,1.16,8.86,203.6,585,1.26,-0.26,0.000,0.00,1.000,-5.95,7.9,1,0.00,0
120.091,off,-6.25,0.00,13.28,-5.47,13.47,0,-11,0.0,14.50,12.56,-5.53,-5.56,14.58,0.58,0.58,14.47,192.2,0.875,0,0.00,-1.41,0,386.4,437.9,0,-2.0,1.00,1.52,2.966,265.0,150.8,140.0,5.97,1.16,8.97,203.6,613,0.00,-0.44,0.000,0.00,1.000,-6.00,11.0,1,0.00,0
120.146,off,-6.25,0.00,13.28,-5.47,13.37,0,-11,0.0,14.50,12.64,-5.09,-5.33,14.58,0.57,0.58,14.42,192.2,0.875,0,0.00,-1.41,0,348.8,437.9,0,-2.0,2.50,1.52,2.826,265.0,150.8,140.0,6.25,1.18,9.41,203.6,647,0.00,-0.67,0.000,0.00,1.000,-6.00,9.4,1,0.00,0
120.225,off,-7.03,0.00,13.28,-5.47,13.17,0,-10,0.0,14.50,12.96,-5.07,-5.10,14.58,0.54,0.54,14.36,192.2,0.875,0,0.00,-1.41,0,354.6,437.9,0,-1.0,6.50,1.66,2.826,265.0,150.8,140.0,6.42,1.30,9.44,203.6,706,0.00,-0.86,0.000,0.00,1.000,-6.00,9.1,1,0.00,0
120.288,off,-8.59,0.00,13.28,-5.47,12.99,0,-8,0.0,14.50,13.28,-4.91,-5.06,14.58,0.49,0.50,14.31,192.2,0.875,0,0.00,-1.41,0,360.0,437.9,0,0.0,4.50,1.83,2.826,265.0,150.8,140.0,6.44,1.22,9.60,203.6,777,0.00,-0.94,0.000,0.00,1.000,-6.00,7.1,1,0.00,0
120.346,off,-9.38,0.00,13.28,-5.47,12.92,0,-7,0.0,14.50,13.28,-5.25,-5.30,14.58,0.45,0.45,14.42,192.2,0.875,0,0.00,-1.41,0,330.6,437.9,0,0.0,5.50,1.71,2.326,265.0,150.8,140.0,6.98,1.20,9.26,203.6,885,0.00,-1.15,0.000,0.00,1.000,-6.45,6.7,1,0.00,0
120.417,off,-10.16,0.00,13.28,-5.47,12.99,0,-4,0.0,14.50,13.28,-6.32,-5.76,14.58,0.45,0.46,14.47,192.2,0.875,0,0.00,-1.41,0,321.0,437.9,0,0.0,0.50,1.85,2.326,265.0,150.8,140.0,7.26,1.00,8.18,203.6,955,0.00,-1.07,0.000,0.00,1.000,-6.83,6.7,1,0.00,0
120.471,off,-9.38,0.00,13.28,-5.47,13.15,0,-2,0.0,14.50,13.28,-6.97,-6.33,14.58,0.43,0.44,14.42,192.2,0.875,0,0.00,-1.41,0,348.8,437.9,0,0.0,-8.50,1.79,2.035,265.0,150.8,140.0,7.73,1.00,7.54,203.6,1056,0.00,-1.04,0.000,0.00,1.000,-7.37,6.7,1,0.00,0
120.526,off,-7.81,0.00,13.28,-5.47,13.63,0,1,0.0,14.50,13.36,-7.16,-6.90,14.58,0.40,0.41,14.53,192.2,0.875,0,0.00,-1.41,0,393.5,437.9,0,0.0,-4.00,1.88,2.035,265.0,150.8,140.0,7.56,1.00,7.35,203.7,1107,0.00,-0.74,0.000,0.00,1.000,-7.64,6.7,1,0.00,0
120.602,off,-7.03,0.00,9.38,-5.47,13.89,0,2,0.0,14.50,13.52,-7.84,-7.55,14.58,0.39,0.39,14.64,192.2,0.875,0,0.00,0.00,0,416.1,437.9,0,0.0,-2.50,1.78,1.859,265.0,150.8,140.0,7.38,1.04,6.66,203.7,1147,0.00,-0.43,0.000,0.00,1.000,-7.85,6.7,0,0.00,0
120.659,off,-6.25,0.00,7.81,-5.47,14.09,0,2,0.0,14.50,13.52,-8.22,-8.01,14.58,0.36,0.36,14.82,192.2,0.875,0,0.00,0.00,0,420.9,437.9,0,0.0,-5.50,1.55,1.542,265.0,150.8,140.0,7.34,1.06,6.29,203.7,1203,0.00,-0.12,0.000,0.00,1.000,-8.08,6.7,0,0.00,0
120.717,off,-5.47,0.00,5.47,-5.47,14.34,0,2,0.0,14.50,13.20,-8.76,-8.49,14.58,0.35,0.35,14.99,192.2,0.875,0,0.00,0.00,0,428.0,437.9,0,0.0,-3.50,1.59,1.542,265.5,150.8,140.0,7.17,1.04,5.74,203.7,1241,0.00,0.10,0.000,0.00,1.000,-8.29,6.7,0,0.00,0
120.776,off,-4.69,0.00,4.69,-5.47,14.49,0,2,0.0,14.50,13.36,-9.05,-8.88,14.58,0.32,0.33,14.99,192.2,0.875,0,0.00,0.00,0,452.8,437.9,0,0.0,-3.50,1.43,1.344,266.0,150.8,140.0,7.00,1.08,5.46,203.7,1277,0.00,0.44,0.000,0.00,1.000,-8.39,6.7,0,0.00,0
120.852,off,-4.69,0.00,3.12,-5.47,14.55,0,2,0.0,14.50,13.28,-9.43,-9.28,14.58,0.31,0.31,14.99,192.2,0.875,0,0.00,0.00,0,453.1,437.9,0,0.0,-0.50,1.34,1.232,266.0,150.8,140.0,6.75,1.08,5.08,203.6,1302,0.00,0.75,0.000,0.00,1.000,-8.53,6.7,0,0.00,0
120.926,off,-3.91,0.00,3.12,-5.47,14.61,0,1,0.0,14.50,13.44,-9.73,-9.61,14.58,0.28,0.30,14.93,192.2,0.875,0,0.00,0.00,0,478.5,437.9,0,0.0,0.00,1.34,1.232,266.5,150.8,140.0,6.47,1.02,4.78,203.6,1309,0.00,1.04,0.000,0.00,1.000,-8.55,6.7,0,0.00,0
120.987,off,-3.91,0.00,3.12,-5.47,14.67,0,1,0.0,14.50,13.28,-9.94,-9.86,14.58,0.27,0.28,14.93,192.2,0.875,0,0.00,0.00,0,463.0,437.9,0,0.0,10.00,1.32,1.187,267.0,150.8,140.0,6.32,1.00,4.56,203.6,1336,0.00,1.19,0.000,0.00,1.000,-8.66,6.7,0,0.00,0
121.056,off,-3.91,0.00,3.12,-5.47,14.71,0,0,0.0,14.50,13.28,-10.10,-10.03,14.58,0.27,0.27,14.87,192.2,0.875,0,0.00,0.00,0,451.3,437.9,0,0.0,11.50,1.29,1.126,267.0,150.8,140.0,6.22,1.04,4.41,203.6,1371,0.00,1.24,0.000,0.00,1.000,-8.79,6.7,0,0.00,0
121.110,off,-3.91,0.00,3.12,-5.47,14.76,0,0,0.0,14.50,13.28,-10.18,-10.12,14.58,0.27,0.27,14.87,192.2,0.875,0,0.00,0.00,0,440.9,437.9,0,0.0,11.50,1.30,1.114,267.5,150.8,140.0,6.37,1.06,4.33,203.6,1404,0.00,1.20,0.000,0.00,1.000,-8.92,7.9,0,0.00,0
121.166,off,-3.91,0.00,3.12,-5.47,14.78,0,-1,0.0,14.50,13.28,-10.16,-10.14,14.58,0.26,0.27,14.82,192.2,0.875,0,0.00,0.00,0,436.6,437.9,0,0.0,12.00,1.33,1.114,267.5,150.8,140.0,6.48,1.16,4.35,203.5,1438,0.00,1.12,0.000,0.00,1.000,-9.02,7.5,0,0.00,0
121.243,off,-3.12,0.00,3.12,-5.47,14.80,0,-1,0.0,14.50,13.36,-10.23,-10.22,14.58,0.26,0.27,14.76,192.2,0.875,0,0.00,0.00,0,454.9,437.9,0,0.0,12.00,1.35,1.104,268.0,150.8,140.0,6.52,1.12,4.27,203.5,1468,0.00,1.07,0.000,0.00,1.000,-9.13,7.1,0,0.00,0
121.306,off,-3.12,0.00,3.12,-5.47,14.80,0,-1,0.0,14.50,13.20,-10.41,-10.35,14.58,0.25,0.26,14.76,192.2,0.875,0,0.00,0.00,0,451.9,437.9,0,0.0,12.50,1.30,1.040,269.0,150.8,140.0,6.44,1.12,4.09,203.5,1502,0.00,1.06,0.000,0.00,1.000,-9.29,7.1,0,0.00,0
